遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5
39樂合彩,115000078,2026/03/28,33917850,1356714,43212250,6,9,11,16,17
39樂合彩,115000079,2026/03/30,35342025,1413681,13558125,6,8,20,22,32
39樂合彩,115000080,2026/03/31,31242400,1249696,12344625,9,16,23,35,39
39樂合彩,115000081,2026/04/01,33419525,1336781,22305500,3,10,11,13,23
39樂合彩,115000082,2026/04/02,34691150,1387646,14720500,1,9,13,18,21
39樂合彩,115000083,2026/04/03,31273050,1250922,14922375,6,8,9,25,35
39樂合彩,115000084,2026/04/04,31382900,1255316,15664000,4,17,25,31,36
39樂合彩,115000085,2026/04/06,34027875,1361115,19242500,7,11,17,31,34
39樂合彩,115000086,2026/04/07,29436775,1177471,19324125,4,8,21,27,29
39樂合彩,115000087,2026/04/08,34829425,1393177,17511375,2,4,5,6,29
39樂合彩,115000088,2026/04/09,32743775,1309751,12553750,2,15,25,31,38
39樂合彩,115000089,2026/04/10,32561750,1302470,10017000,9,21,25,27,30
39樂合彩,115000090,2026/04/11,34917300,1396692,27623500,7,12,17,24,31
39樂合彩,115000091,2026/04/13,35776500,1431060,13443250,18,30,31,37,38
39樂合彩,115000092,2026/04/14,30186575,1207463,18964625,9,14,27,29,33
39樂合彩,115000093,2026/04/15,33098250,1323930,11161125,2,9,11,29,30
39樂合彩,115000094,2026/04/16,32651525,1306061,26250375,6,8,12,21,30
39樂合彩,115000095,2026/04/17,32309575,1292383,21383125,1,2,7,16,26
39樂合彩,115000096,2026/04/18,34606450,1384258,12956500,7,25,26,29,31
39樂合彩,115000097,2026/04/20,33951825,1358073,33599250,3,4,5,20,36
39樂合彩,115000098,2026/04/21,30276075,1211043,11990625,1,6,14,26,28
39樂合彩,115000099,2026/04/22,32846475,1313859,24852875,5,7,24,38,39
39樂合彩,115000100,2026/04/23,31309525,1252381,24513750,2,10,17,25,35
39樂合彩,115000101,2026/04/24,29201400,1168056,13003625,16,21,25,29,34
39樂合彩,115000102,2026/04/25,32807800,1312312,18768500,3,20,21,22,33
39樂合彩,115000103,2026/04/27,33861225,1354449,37850750,8,18,20,23,27
39樂合彩,115000104,2026/04/28,31157825,1246313,14113000,7,8,21,35,38
39樂合彩,115000105,2026/04/29,32779450,1311178,21476125,2,6,22,32,36
39樂合彩,115000106,2026/04/30,33325475,1333019,14215500,6,15,27,30,31
39樂合彩,115000107,2026/05/01,31171250,1246850,14278250,2,3,14,16,20
39樂合彩,115000108,2026/05/02,33646350,1345854,27034125,8,9,17,25,38
39樂合彩,115000109,2026/05/04,33862575,1354503,13084250,8,22,26,36,39
39樂合彩,115000110,2026/05/05,29170075,1166803,19138500,8,16,24,27,37
39樂合彩,115000111,2026/05/06,35046825,1401873,27348375,4,10,11,34,39
39樂合彩,115000112,2026/05/07,34896525,1395861,21328875,1,6,18,25,36
39樂合彩,115000113,2026/05/08,33832425,1353297,30721250,18,19,23,26,28
39樂合彩,115000114,2026/05/09,36725600,1469024,16884000,11,18,21,22,25
39樂合彩,115000115,2026/05/11,36636600,1465464,16021000,2,13,21,36,37
39樂合彩,115000116,2026/05/12,31743825,1269753,20287500,1,4,12,22,26
39樂合彩,115000117,2026/05/13,33501200,1340048,24057375,2,6,7,9,23
39樂合彩,115000118,2026/05/14,32399050,1295962,19844375,8,18,28,35,39
39樂合彩,115000119,2026/05/15,32274825,1290993,15545000,1,13,23,25,36
39樂合彩,115000120,2026/05/16,34957550,1398302,18520250,2,11,28,32,33
39樂合彩,115000121,2026/05/18,34479600,1379184,13345125,8,15,20,32,33
39樂合彩,115000122,2026/05/19,29947950,1197918,12657000,4,6,24,31,32
39樂合彩,115000123,2026/05/20,32916225,1316649,15554625,1,20,21,23,35
39樂合彩,115000124,2026/05/21,32057325,1282293,26598125,9,25,28,34,36
39樂合彩,115000125,2026/05/22,31037425,1241497,16402125,4,8,15,16,37
39樂合彩,115000126,2026/05/23,33208975,1328359,12930375,6,15,16,24,38
39樂合彩,115000127,2026/05/25,32955725,1318229,16292000,5,6,12,36,37
39樂合彩,115000128,2026/05/26,28762850,1150514,23788125,2,7,11,14,37
39樂合彩,115000129,2026/05/27,32393925,1295757,16375125,2,3,18,19,21
39樂合彩,115000130,2026/05/28,30749800,1229992,17047750,6,9,12,19,31
39樂合彩,115000131,2026/05/29,29818500,1192740,10564750,12,15,20,34,35
39樂合彩,115000132,2026/05/30,31969900,1278796,15450125,2,3,4,13,39
39樂合彩,115000133,2026/06/01,32336600,1293464,16496000,5,14,19,20,28
39樂合彩,115000134,2026/06/02,28440925,1137637,22546500,7,12,22,26,30
39樂合彩,115000135,2026/06/03,31916175,1276647,41320125,2,8,17,25,38
39樂合彩,115000136,2026/06/04,29828500,1193140,15041750,2,8,24,29,35
39樂合彩,115000137,2026/06/05,29570175,1182807,17635125,7,21,26,27,31
39樂合彩,115000138,2026/06/06,34389950,1375598,13337875,13,27,30,37,38
39樂合彩,115000139,2026/06/08,31501300,1260052,34738375,8,14,17,18,28
39樂合彩,115000140,2026/06/09,27769525,1110781,15071125,10,17,20,25,28
39樂合彩,115000141,2026/06/10,33700300,1348012,30922000,1,4,32,35,39
39樂合彩,115000142,2026/06/11,32304450,1292178,12791750,8,15,20,29,31
39樂合彩,115000143,2026/06/12,29869800,1194792,13630875,6,8,18,29,31
39樂合彩,115000144,2026/06/13,33753300,1350132,22364125,4,5,6,34,36
39樂合彩,115000145,2026/06/15,31761275,1270451,17567625,12,16,24,28,36
39樂合彩,115000146,2026/06/16,29337475,1173499,20775000,5,17,23,25,29
39樂合彩,115000147,2026/06/17,33429625,1337185,15998250,8,10,15,16,37
39樂合彩,115000148,2026/06/18,32447100,1297884,23510750,9,20,27,28,30
39樂合彩,115000149,2026/06/19,29736150,1189446,18764250,1,5,7,13,25
39樂合彩,115000150,2026/06/20,33206475,1328259,21204625,4,11,24,25,31
39樂合彩,115000151,2026/06/22,45002750,1800110,24604500,1,7,28,29,34
39樂合彩,115000152,2026/06/23,40988150,1639526,28320250,2,14,25,29,36
39樂合彩,115000153,2026/06/24,43198700,1727948,59324250,3,17,21,32,33
39樂合彩,115000154,2026/06/25,41093425,1643737,17038000,6,13,21,29,34
39樂合彩,115000155,2026/06/26,39469425,1578777,32317250,8,10,14,26,36
39樂合彩,115000156,2026/06/27,43705725,1748229,18543000,4,14,21,31,32
39樂合彩,115000157,2026/06/29,44346575,1773863,26390500,11,15,30,34,36
39樂合彩,115000158,2026/06/30,40208225,1608329,25511000,3,11,23,26,37
